surname,name, #  Games , Avg.  Game  Length  (Moves) , Avg.  Moves  in  King's  Direction , Avg.  Moves  around  King  (<=3  squares  away) , Avg.  Piece  moves  past  half , Avg.  Pawn  moves  past  half , #  Pieces  by  EOG , #  Pawns  by  EOG , King  Moves 
 Dabkowska,Michalina ,7.0,46.714285714285715,23.428571428571427,17.285714285714285,12.714285714285714,4.428571428571429,0.0,0.0,7.428571428571429
 Pawlak,Grzegorz ,4.0,55.25,35.25,24.25,8.0,2.0,0.0,0.0,7.75
 Wieczorek,Jakub ,10.0,45.7,22.9,17.0,10.6,2.7,0.0,0.0,3.7
 Pietrucha,J ,10.0,46.8,28.5,18.3,9.2,4.0,0.0,0.0,7.5
 Blonski,Piotr ,9.0,46.55555555555556,27.333333333333332,18.0,8.555555555555555,4.333333333333333,0.0,0.0,6.777777777777778
 Malinowska,Aleksandra ,5.0,36.2,18.4,14.0,6.4,0.8,0.0,0.0,5.0
 Pietras,Maksymilian ,10.0,39.8,17.9,15.0,8.4,4.3,0.0,0.0,4.2
 Panasiuk,Stanislaw ,10.0,36.5,18.5,15.3,7.2,2.5,0.0,0.0,3.0
 Kaleta,Aleksander ,1.0,37.0,15.0,13.0,4.0,1.0,0.0,0.0,4.0
 Gola,Wojciech ,6.0,37.333333333333336,20.333333333333332,15.666666666666666,6.5,2.8333333333333335,0.0,0.0,4.333333333333333
 Wolski,Ernest ,10.0,42.1,23.7,16.8,9.8,2.5,0.0,0.0,7.4
 Szumiec,Jan ,10.0,49.5,26.7,17.9,9.8,4.6,0.0,0.0,7.6
 Rozanski,Ignacy ,3.0,42.0,23.666666666666668,18.0,6.333333333333333,2.0,0.0,0.0,7.666666666666667
 Slomian,Patryk ,3.0,31.0,14.333333333333334,13.0,5.333333333333333,2.3333333333333335,0.0,0.0,3.0
 Malinowski,Tobiasz ,10.0,40.7,20.3,15.5,11.1,3.2,0.0,0.0,7.2
 Honka,Jan ,2.0,40.0,25.0,15.5,4.0,2.5,0.0,0.0,7.0
 Zadora,Maciej ,9.0,44.55555555555556,22.22222222222222,18.22222222222222,13.0,2.888888888888889,0.0,0.0,4.555555555555555
 Kochanowska,Patrycja ,10.0,41.9,19.0,16.4,10.3,3.5,0.0,0.0,4.1
 Swiderski,Wladyslaw ,1.0,64.0,37.0,26.0,10.0,1.0,0.0,0.0,12.0
 Zaloba,Ksawery ,1.0,57.0,36.0,16.0,11.0,3.0,0.0,0.0,18.0
 Boncela,Milosz ,9.0,40.22222222222222,21.77777777777778,17.22222222222222,7.666666666666667,3.4444444444444446,0.0,0.0,4.777777777777778
 Machnik,Lukasz ,10.0,46.7,26.6,17.5,11.2,2.9,0.0,0.0,6.9
 Grabowska,Zofia ,1.0,30.0,18.0,13.0,5.0,1.0,0.0,0.0,4.0
 Izydorczyk,Sonia ,1.0,27.0,14.0,10.0,0.0,2.0,0.0,0.0,3.0
 Spojda,R ,10.0,32.5,15.4,14.4,7.1,2.2,0.0,0.0,3.3
 Linek,Karol ,7.0,41.42857142857143,19.142857142857142,17.285714285714285,12.714285714285714,2.5714285714285716,0.0,0.0,5.0
 Antos,Julian ,1.0,12.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0
 Przybylski,Bartosz ,9.0,29.11111111111111,15.333333333333334,11.222222222222221,5.222222222222222,2.6666666666666665,0.0,0.0,1.3333333333333333
 Chubar,V ,9.0,33.77777777777778,16.555555555555557,14.555555555555555,5.333333333333333,1.7777777777777777,0.0,0.0,3.5555555555555554
 Khamrakulov,I ,9.0,33.55555555555556,18.22222222222222,13.777777777777779,8.222222222222221,2.2222222222222223,0.0,0.0,4.333333333333333
 Nedilko,V ,9.0,36.55555555555556,18.11111111111111,12.666666666666666,7.444444444444445,3.7777777777777777,0.0,0.0,4.333333333333333
 Golubka,P ,9.0,23.444444444444443,10.777777777777779,9.11111111111111,3.6666666666666665,2.888888888888889,0.0,0.0,2.2222222222222223
 Piesik,P ,9.0,35.333333333333336,17.333333333333332,15.0,8.11111111111111,3.111111111111111,0.0,0.0,2.888888888888889
 Lizak,Jakub ,9.0,41.888888888888886,19.88888888888889,15.88888888888889,7.888888888888889,3.6666666666666665,0.0,0.0,3.4444444444444446
 Paprocki,J ,9.0,45.77777777777778,23.22222222222222,16.11111111111111,9.11111111111111,3.2222222222222223,0.0,0.0,6.666666666666667
 Smietanska,Wiktoria ,9.0,34.55555555555556,14.222222222222221,14.0,8.444444444444445,2.0,0.0,0.0,2.7777777777777777
 Mirski,S ,9.0,38.22222222222222,20.666666666666668,15.222222222222221,7.333333333333333,2.111111111111111,0.0,0.0,2.7777777777777777
 Christiansen,Johan-Sebastian ,9.0,48.22222222222222,23.444444444444443,18.77777777777778,14.11111111111111,3.3333333333333335,0.0,0.0,5.888888888888889
 Durante,A ,3.0,37.666666666666664,23.0,12.333333333333334,5.0,3.0,0.0,0.0,4.666666666666667
 Moreno,Diego ,6.0,36.5,17.666666666666668,14.5,8.0,2.3333333333333335,0.0,0.0,4.0
 Jacobson,Brandon ,9.0,47.22222222222222,24.77777777777778,20.11111111111111,13.0,4.0,0.0,0.0,5.888888888888889
 Acosta,Pablo  Ismael ,9.0,46.55555555555556,24.555555555555557,17.11111111111111,11.444444444444445,4.555555555555555,0.0,0.0,5.777777777777778
 Romero,Juan ,6.0,29.5,13.833333333333334,11.5,6.0,2.3333333333333335,0.0,0.0,1.8333333333333333
 Miller,Ariel ,6.0,36.166666666666664,15.666666666666666,14.166666666666666,10.166666666666666,2.8333333333333335,0.0,0.0,3.6666666666666665
 Tristan,L ,9.0,37.666666666666664,17.22222222222222,15.11111111111111,9.0,4.555555555555555,0.0,0.0,5.333333333333333
 Vazquez,Facundo ,9.0,45.111111111111114,22.77777777777778,18.0,8.88888888888889,4.444444444444445,0.0,0.0,4.333333333333333
 Silva,Juliana  Figueira  Theophilo ,7.0,34.857142857142854,17.857142857142858,12.0,6.142857142857143,2.857142857142857,0.0,0.0,3.2857142857142856
 Alvarez,Mateo ,6.0,40.166666666666664,23.333333333333332,16.833333333333332,8.5,2.5,0.0,0.0,4.666666666666667
 Hernandez  Guerrero,G ,9.0,37.77777777777778,18.22222222222222,15.777777777777779,9.222222222222221,2.2222222222222223,0.0,0.0,4.0
 Villca,Julian ,9.0,38.77777777777778,19.88888888888889,15.333333333333334,8.0,3.111111111111111,0.0,0.0,3.888888888888889
 Menezes,Emanuel ,6.0,39.333333333333336,20.333333333333332,15.833333333333334,8.5,2.6666666666666665,0.0,0.0,4.166666666666667
 Curcio,Luciano  Joel ,7.0,40.857142857142854,20.428571428571427,15.285714285714286,8.571428571428571,2.142857142857143,0.0,0.0,3.5714285714285716
 Garcia  Palermo,C ,9.0,39.0,18.77777777777778,13.777777777777779,7.0,4.0,0.0,0.0,3.2222222222222223
 Villegas,Franco ,9.0,40.0,19.555555555555557,17.555555555555557,7.666666666666667,3.111111111111111,0.0,0.0,4.0
 Cardarelli,Leon ,6.0,43.5,23.833333333333332,16.0,7.333333333333333,3.5,0.0,0.0,5.333333333333333
 Volpe,Agustin ,4.0,49.25,22.0,20.5,9.25,3.25,0.0,0.0,5.5
 Roselli  Mailhe,B ,9.0,50.111111111111114,29.0,17.666666666666668,10.333333333333334,4.777777777777778,0.0,0.0,8.444444444444445
 Rodi,L ,9.0,42.111111111111114,20.11111111111111,17.444444444444443,9.333333333333334,2.7777777777777777,0.0,0.0,5.555555555555555
 Quevedo,Andreina ,6.0,43.166666666666664,24.666666666666668,15.833333333333334,10.666666666666666,2.5,0.0,0.0,6.833333333333333
 Barandiaran,Gabriel ,5.0,37.8,18.0,13.6,8.4,2.4,0.0,0.0,5.0
 Sanhueza,C ,9.0,41.111111111111114,19.444444444444443,17.22222222222222,11.0,2.3333333333333335,0.0,0.0,2.7777777777777777
 Carbone,D ,9.0,39.111111111111114,18.22222222222222,16.666666666666668,8.555555555555555,3.2222222222222223,0.0,0.0,3.888888888888889
 Parma,P ,6.0,32.5,15.166666666666666,13.333333333333334,5.333333333333333,3.0,0.0,0.0,2.3333333333333335
 Davila,M ,7.0,39.714285714285715,23.285714285714285,14.714285714285714,4.428571428571429,1.5714285714285714,0.0,0.0,4.0
 Larrea,M ,8.0,31.375,13.25,13.25,5.375,3.25,0.0,0.0,2.75
 Ocampos,I ,8.0,36.875,17.375,15.625,7.625,3.7500000000000004,0.0,0.0,2.75
 Fabra,Nahiara ,6.0,54.333333333333336,27.833333333333332,20.666666666666668,15.166666666666666,3.5,0.0,0.0,9.166666666666666
 Solari,P ,6.0,47.166666666666664,30.833333333333332,19.666666666666668,7.833333333333333,2.6666666666666665,0.0,0.0,9.166666666666666
 Oddone,C ,9.0,44.333333333333336,21.444444444444443,18.11111111111111,10.555555555555555,3.7777777777777777,0.0,0.0,5.333333333333333
 Coppola,C ,8.0,37.875,16.0,15.625,9.25,2.375,0.0,0.0,3.875
 Porteiro,Rodrigo ,6.0,42.5,23.833333333333332,17.166666666666668,9.833333333333334,2.6666666666666665,0.0,0.0,5.166666666666667
 Tacoronte,Daniel ,5.0,44.2,23.4,15.2,9.4,3.6,0.0,0.0,5.4
 Bauza,A ,8.0,38.375,22.0,15.625,6.375,2.5,0.0,0.0,4.75
 Estrada  Nieto,J ,8.0,47.5,27.75,19.5,13.625,3.375,0.0,0.0,6.75
 Lopez,Bryan ,6.0,34.833333333333336,16.166666666666668,14.666666666666666,7.666666666666667,2.3333333333333335,0.0,0.0,3.8333333333333335
 Piriz,Facundo ,6.0,40.0,20.5,15.833333333333334,7.333333333333333,3.1666666666666665,0.0,0.0,5.166666666666667
 Petti,Luca  Giovanni ,8.0,39.125,18.5,15.250000000000002,7.750000000000001,2.375,0.0,0.0,5.0
 Werle,Carolin ,6.0,39.5,18.833333333333332,16.0,7.5,2.3333333333333335,0.0,0.0,4.0
 Piasetski,L ,7.0,36.857142857142854,17.0,16.142857142857142,9.714285714285714,3.0,0.0,0.0,2.4285714285714284
 Curi,G ,7.0,35.857142857142854,19.142857142857142,14.428571428571429,6.857142857142857,2.7142857142857144,0.0,0.0,4.714285714285714
 Caballero,Tabare ,7.0,44.42857142857143,24.0,17.571428571428573,8.142857142857142,4.857142857142857,0.0,0.0,6.571428571428571
 Fauci,Bruno ,6.0,48.5,27.333333333333332,14.333333333333334,9.5,5.166666666666667,0.0,0.0,9.333333333333334
 Izquierdo,D ,7.0,41.142857142857146,22.428571428571427,14.0,8.0,1.7142857142857142,0.0,0.0,5.571428571428571
 Kulik,Nicolas ,9.0,42.888888888888886,22.333333333333332,17.333333333333332,11.222222222222221,4.222222222222222,0.0,0.0,4.222222222222222
 Kaciusis,Daniel ,6.0,40.166666666666664,23.833333333333332,18.833333333333332,6.333333333333333,1.6666666666666667,0.0,0.0,3.6666666666666665
 Gonzalez  Prestes,Marcos ,6.0,39.333333333333336,16.166666666666668,16.0,6.333333333333333,2.8333333333333335,0.0,0.0,2.0
 Saralegui,M ,7.0,43.285714285714285,21.0,17.285714285714285,11.571428571428571,2.0,0.0,0.0,4.714285714285714
 Ramon  Pita,V ,6.0,37.833333333333336,20.5,15.666666666666666,4.166666666666667,2.6666666666666665,0.0,0.0,3.8333333333333335
 Traverso,Luis ,5.0,27.2,13.6,11.4,4.6,0.8,0.0,0.0,3.0
 Reolon,Victor ,6.0,39.333333333333336,19.166666666666668,16.0,9.166666666666666,2.3333333333333335,0.0,0.0,3.1666666666666665
 Pitschka,C ,7.0,37.857142857142854,20.142857142857142,15.428571428571429,5.714285714285714,2.857142857142857,0.0,0.0,3.7142857142857144
 Soto,Ni ,8.0,43.25,19.625,16.25,11.75,3.375,0.0,0.0,5.75
 de  Armas,Yahir ,6.0,48.0,27.166666666666668,18.333333333333332,9.833333333333334,3.5,0.0,0.0,6.666666666666667
 Onetto,Gaston ,6.0,52.5,29.5,16.833333333333332,8.666666666666666,3.6666666666666665,0.0,0.0,9.666666666666666
 Araque,Jairo ,6.0,43.833333333333336,15.833333333333334,18.833333333333332,8.5,3.6666666666666665,0.0,0.0,3.6666666666666665
 Ganza  Svidler,Pedro ,6.0,46.0,24.166666666666668,18.333333333333332,11.666666666666666,4.0,0.0,0.0,6.333333333333333
 Indart,Lucio ,5.0,29.0,14.4,10.4,6.4,2.0,0.0,0.0,5.6
 Muniz,R ,7.0,36.857142857142854,18.285714285714285,15.0,7.285714285714286,2.857142857142857,0.0,0.0,4.142857142857143
 Nakle,G ,5.0,35.6,21.0,16.0,4.0,1.8,0.0,0.0,6.0
 Martinez,Valentino ,5.0,43.2,21.4,18.0,8.0,1.2,0.0,0.0,6.0
 Martello,Benjamin ,6.0,42.166666666666664,18.666666666666668,16.833333333333332,9.0,4.666666666666667,0.0,0.0,4.5
 Lanzilotta,Filippo ,6.0,38.333333333333336,21.833333333333332,18.0,8.666666666666666,3.1666666666666665,0.0,0.0,7.166666666666667
 Nunez,Hiber ,6.0,30.833333333333332,16.666666666666668,12.333333333333334,2.6666666666666665,2.3333333333333335,0.0,0.0,3.3333333333333335
 Villalba,Pacha ,7.0,38.285714285714285,23.0,15.142857142857142,5.142857142857143,2.4285714285714284,0.0,0.0,5.0
 Escofet,J ,4.0,36.25,14.25,15.75,8.75,2.0,0.0,0.0,2.5
 Izquierdo,S ,7.0,35.857142857142854,20.428571428571427,13.285714285714286,7.285714285714286,2.4285714285714284,0.0,0.0,7.0
 Araque,Silvana ,6.0,33.0,16.666666666666668,13.166666666666666,6.166666666666667,1.3333333333333333,0.0,0.0,3.6666666666666665
 Contardi,Mateo ,5.0,44.6,25.6,17.2,8.6,2.2,0.0,0.0,8.2
 Varela,Mateo ,11.0,36.81818181818182,15.272727272727273,15.090909090909092,8.0,3.272727272727273,0.0,0.0,3.4545454545454546
 Gonzalez  Bodega,Juliana ,5.0,31.0,12.8,11.4,4.0,2.8,0.0,0.0,3.2
 Carvalho,Gu ,6.0,45.333333333333336,28.833333333333332,18.166666666666668,8.166666666666666,2.8333333333333335,0.0,0.0,8.333333333333334
 Larrea,Daniela ,5.0,43.8,25.4,18.0,6.0,3.4,0.0,0.0,7.6
 Zaruski,Julio ,5.0,43.0,23.2,16.8,9.2,2.4,0.0,0.0,8.0
 Fernandez,Mario ,8.0,47.375,26.125,19.375,10.375,3.0,0.0,0.0,6.0
 Valdes,Le ,8.0,42.875,23.125,17.875,10.375,2.125,0.0,0.0,4.75
 Quesada  Leon,Joshua ,8.0,41.25,24.125,17.0,10.125,3.25,0.0,0.0,6.25
 Lizano  Quiros,Matias  Haziel ,8.0,53.75,32.625,21.25,11.25,4.375,0.0,0.0,8.875
 Quesada  Fallas,Esteban ,8.0,40.875,22.25,17.5,10.375,3.375,0.0,0.0,5.125
 Vives,D ,8.0,42.625,22.75,19.0,9.125,2.0,0.0,0.0,2.875
 Espitia  Torres,Mateo ,8.0,45.125,25.875,17.75,8.25,2.75,0.0,0.0,7.625000000000001
 Solano  Cordero,Jorge  Alexis ,8.0,42.25,23.25,17.375,8.625,2.875,0.0,0.0,5.0
 Chinchilla,E ,8.0,36.0,16.75,15.25,6.25,2.875,0.0,0.0,3.625
 Mihajlov,Seb ,8.0,36.625,17.5,16.0,6.25,3.125,0.0,0.0,2.75
 Cabezas  Solano,David  Alejandro ,8.0,38.0,18.875,15.875,7.625,2.75,0.0,0.0,2.5
 Jimenez  Garcia,Emmanuel ,8.0,35.25,17.625,13.875,6.25,3.875,0.0,0.0,3.0
 Sanikidze,T ,9.0,27.88888888888889,14.333333333333334,12.0,5.777777777777778,0.8888888888888888,0.0,0.0,2.6666666666666665
 Tutisani,Noe ,9.0,27.666666666666668,13.555555555555555,11.0,4.555555555555555,1.6666666666666667,0.0,0.0,2.5555555555555554
 Kiladze,Luka ,9.0,40.888888888888886,22.22222222222222,17.666666666666668,8.0,3.0,0.0,0.0,3.3333333333333335
 Jobava,Ba ,9.0,37.44444444444444,16.77777777777778,14.555555555555555,8.11111111111111,3.2222222222222223,0.0,0.0,4.111111111111111
 Quparadze,G ,9.0,49.888888888888886,28.444444444444443,20.0,9.777777777777779,4.333333333333333,0.0,0.0,6.777777777777778
 Akhvlediani,Irakli ,9.0,47.0,26.11111111111111,18.555555555555557,8.88888888888889,3.0,0.0,0.0,7.444444444444445
 Gagunashvili,M ,9.0,37.77777777777778,18.0,15.88888888888889,9.555555555555555,2.0,0.0,0.0,3.4444444444444446
 Kacharava,Nikolozi ,9.0,52.333333333333336,28.333333333333332,19.666666666666668,11.222222222222221,3.6666666666666665,0.0,0.0,8.0
 Shanava,K ,9.0,48.0,28.88888888888889,17.444444444444443,7.444444444444445,4.222222222222222,0.0,0.0,6.111111111111111
 Paichadze,L ,9.0,46.888888888888886,22.22222222222222,19.666666666666668,12.11111111111111,2.3333333333333335,0.0,0.0,6.888888888888889
 Khotenashvili,B ,9.0,48.77777777777778,23.444444444444443,19.555555555555557,11.555555555555555,3.4444444444444446,0.0,0.0,5.555555555555555
 Batsiashvili,N ,9.0,55.77777777777778,33.333333333333336,20.88888888888889,14.555555555555555,4.333333333333333,0.0,0.0,7.555555555555555
 Javakhishvili,L ,9.0,35.44444444444444,18.0,14.88888888888889,6.444444444444445,2.3333333333333335,0.0,0.0,4.0
 Lomaia,Diana ,9.0,59.666666666666664,31.88888888888889,22.666666666666668,14.88888888888889,4.666666666666667,0.0,0.0,9.666666666666666
 Mgeladze,Kesaria ,9.0,52.44444444444444,28.555555555555557,21.333333333333332,11.555555555555555,4.0,0.0,0.0,9.11111111111111
 Arabidze,M ,9.0,50.666666666666664,30.444444444444443,20.77777777777778,12.0,4.222222222222222,0.0,0.0,7.777777777777778
 Kirtadze,Anastasia ,9.0,42.888888888888886,20.0,16.333333333333332,9.444444444444445,3.5555555555555554,0.0,0.0,4.555555555555555
 Tsetskhladze,Mariam ,9.0,49.666666666666664,27.555555555555557,19.444444444444443,9.11111111111111,2.5555555555555554,0.0,0.0,9.444444444444445
 Khukhashvili,S ,9.0,64.0,38.333333333333336,26.333333333333332,16.666666666666668,3.6666666666666665,0.0,0.0,9.666666666666666
 Khurtsilava,I ,9.0,70.0,41.666666666666664,23.555555555555557,18.0,5.111111111111111,0.0,0.0,13.11111111111111
 Alimpic,Aleksa ,4.0,38.25,18.5,17.0,3.0,2.5,0.0,0.0,5.5
 Aashman,Gupta ,4.0,38.0,23.5,14.5,6.0,2.5,0.0,0.0,5.75
 Garv,Gaur ,4.0,45.0,18.5,18.25,14.25,3.75,0.0,0.0,2.5
 Sri,Sai  Baswanth  P ,4.0,33.5,15.5,14.0,6.75,3.25,0.0,0.0,1.5
 Radlovacki,J ,4.0,35.25,20.25,16.0,7.25,3.75,0.0,0.0,2.25
 Potluri,Saye  Srreezza ,4.0,29.0,18.25,13.0,2.25,2.0,0.0,0.0,2.25
 Runic,Z ,4.0,29.25,11.75,13.0,3.25,1.5,0.0,0.0,1.75
 Anishka,Vikram ,4.0,26.75,11.75,10.25,3.0,2.25,0.0,0.0,2.25
 Velpula,Sarayu ,4.0,27.25,14.25,12.25,4.5,2.5,0.0,0.0,2.25
 Dizdarevic,E ,4.0,32.75,15.75,13.0,5.75,3.25,0.0,0.0,1.25
 Saric,Iv ,5.0,30.4,16.4,11.6,5.0,3.0,0.0,0.0,2.0
 Ostovic,M ,1.0,26.0,10.0,10.0,1.0,3.0,0.0,0.0,1.0
 Livaic,Leon ,5.0,40.6,23.0,16.0,6.0,3.2,0.0,0.0,6.0
 Zaja,I ,1.0,32.0,20.0,15.0,4.0,2.0,0.0,0.0,3.0
 Martinovic,Sa ,3.0,44.0,22.333333333333332,15.666666666666666,7.0,4.666666666666667,0.0,0.0,5.333333333333333
 Kozul,Z ,9.0,52.888888888888886,30.0,18.88888888888889,9.0,4.333333333333333,0.0,0.0,7.333333333333333
 Stevic,H ,1.0,22.0,15.0,11.0,5.0,1.0,0.0,0.0,3.0
 Jovanovic,Zo  CRO ,7.0,45.857142857142854,24.571428571428573,16.857142857142858,9.142857142857142,4.0,0.0,0.0,5.714285714285714
 Sokolovsky,Yahli ,2.0,20.0,7.0,9.0,5.5,0.0,0.0,0.0,2.0
 Gorshtein,Ido ,2.0,36.0,18.5,14.5,7.0,2.5,0.0,0.0,4.0
 Uritsky,Yonathan ,2.0,36.0,26.0,16.0,4.0,2.0,0.0,0.0,8.0
 Tzidkiya,Yeshaayahu ,2.0,11.5,5.5,3.5,1.5,0.5,0.0,0.0,1.0
 Alekseev,Evgeny ,2.0,17.0,4.5,6.0,3.5,2.0,0.0,0.0,1.5
 Smirin,I ,2.0,43.0,21.5,18.5,8.5,4.5,0.0,0.0,7.5
 Boruchovsky,A ,2.0,55.5,31.0,23.5,20.5,2.0,0.0,0.0,8.0
 Ben  Ari,Yannay ,2.0,58.0,32.0,23.5,13.5,4.5,0.0,0.0,8.0
 Sherman,Raem ,2.0,40.0,21.0,15.0,8.5,2.0,0.0,0.0,8.0
 Kobo,Ori ,2.0,54.5,24.5,20.5,7.5,3.5,0.0,0.0,6.0
 Gorodetzky,David ,2.0,43.5,29.5,12.5,14.5,5.0,0.0,0.0,12.0
 Efroimski,M ,2.0,71.0,38.0,30.0,19.0,7.5,0.0,0.0,16.5
 Ben  Artzi,I ,2.0,48.5,27.5,21.0,7.0,5.5,0.0,0.0,2.0
 Tulchynskyi,Feliks ,2.0,54.5,29.0,22.0,12.5,4.0,0.0,0.0,5.0
 Ezra,Paul  Chambers ,2.0,56.0,31.5,22.0,11.0,5.0,0.0,0.0,3.0
 Postny,E ,2.0,52.5,30.0,22.0,5.5,3.0,0.0,0.0,3.0
 Vitenberg,Noam  Aviv ,2.0,23.0,14.0,10.0,3.5,2.0,0.0,0.0,1.5
 Rozen,Eytan ,2.0,24.0,9.5,11.5,2.5,2.0,0.0,0.0,3.5
 Parkhov,Yair ,2.0,45.5,20.5,15.5,11.5,3.0,0.0,0.0,9.0
 Newman,Ori ,2.0,31.0,14.5,13.0,4.5,2.0,0.0,0.0,2.5
 Yaniv,Yuval ,2.0,39.5,22.0,16.5,6.0,3.5,0.0,0.0,3.5
 Belkovsky,Guy ,2.0,39.5,18.5,12.5,7.0,4.5,0.0,0.0,3.5
 Zakin,Ilay ,2.0,51.0,31.0,22.5,7.5,3.5,0.0,0.0,1.5
 Vagman,Roy ,2.0,40.0,17.5,14.0,8.5,2.5,0.0,0.0,5.5
 Gov,Guy ,2.0,46.5,26.5,18.0,5.5,1.0,0.0,0.0,6.5
 Gruenfeld,Y ,2.0,46.0,25.0,21.0,12.0,3.5,0.0,0.0,2.0
 Shilon  Rahav,Eliran ,2.0,57.5,23.0,20.5,15.5,4.0,0.0,0.0,7.0
 Tsirilman,Guy ,2.0,52.5,24.0,22.5,10.0,5.5,0.0,0.0,6.5
 Menahem,Adi ,2.0,55.5,26.0,21.0,13.0,6.0,0.0,0.0,7.0
 Tifferet,Shakked ,2.0,41.0,19.0,15.0,11.0,2.5,0.0,0.0,3.5
 Azoulay,Yehonatan ,2.0,52.5,24.0,20.0,9.0,4.0,0.0,0.0,4.5
 Prozhanski,G ,2.0,29.0,13.5,12.0,3.0,1.0,0.0,0.0,2.0
 Zalkind,K ,1.0,32.0,19.0,15.0,3.0,2.0,0.0,0.0,1.0
 Mikhalevski,V ,2.0,45.5,21.0,19.5,10.5,2.5,0.0,0.0,3.0
 Zuev,Ilya ,1.0,45.0,27.0,18.0,5.0,2.0,0.0,0.0,2.0
 Zanan,E ,2.0,40.0,22.5,19.5,9.5,1.5,0.0,0.0,2.5
 Neeman,Ori ,1.0,30.0,16.0,11.0,3.0,2.0,0.0,0.0,2.0
 Levin,Guy ,2.0,40.0,20.5,19.5,6.5,2.5,0.0,0.0,4.5
 Noy,Eyal ,2.0,41.5,19.5,14.5,14.0,4.5,0.0,0.0,3.0
 Tsabari,Ronen ,1.0,33.0,22.0,12.0,1.0,1.0,0.0,0.0,2.0
 Chalopoviz,Ilay ,2.0,36.5,18.5,16.0,9.5,2.5,0.0,0.0,3.0
 Orian,Noga ,2.0,49.0,29.0,20.5,12.5,4.5,0.0,0.0,6.0
 Sapir,Omri ,1.0,66.0,40.0,23.0,9.0,4.0,0.0,0.0,9.0
 Tashkinova,Sofiia ,1.0,43.0,22.0,17.0,9.0,6.0,0.0,0.0,5.0
 Gershkowich,D ,1.0,37.0,18.0,12.0,10.0,6.0,0.0,0.0,1.0
 Sason,Noam ,1.0,36.0,10.0,14.0,11.0,2.0,0.0,0.0,1.0
 Phatak,Aanjaneya ,9.0,54.22222222222222,30.11111111111111,21.444444444444443,16.444444444444443,5.333333333333333,0.0,0.0,9.555555555555555
 Prishita,Gupta ,7.0,49.285714285714285,26.285714285714285,19.428571428571427,11.285714285714286,2.0,0.0,0.0,6.571428571428571
 Zhao,Shengxin ,9.0,34.888888888888886,17.555555555555557,14.333333333333334,7.444444444444445,2.5555555555555554,0.0,0.0,4.555555555555555
 Damljanovic,B ,8.0,39.75,22.25,16.0,7.625,2.625,0.0,0.0,4.875
 Praveen,K  B ,8.0,34.875,17.0,15.625,5.125,2.875,0.0,0.0,2.375
 Antic,De ,9.0,26.22222222222222,12.0,10.444444444444445,3.3333333333333335,2.111111111111111,0.0,0.0,2.888888888888889
 Postnikov,Artem ,8.0,32.5,15.375000000000002,13.5,5.375,2.125,0.0,0.0,3.625
 Dinesh,Rajan  M ,9.0,37.77777777777778,18.444444444444443,16.0,7.333333333333333,2.5555555555555554,0.0,0.0,4.444444444444445
 Sprincean,Lukas  George ,6.0,41.833333333333336,20.333333333333332,18.5,8.166666666666666,1.8333333333333333,0.0,0.0,4.166666666666667
 Ilincic,Z ,9.0,36.55555555555556,19.11111111111111,14.444444444444445,8.666666666666666,2.3333333333333335,0.0,0.0,3.7777777777777777
 Sutormin,D ,9.0,33.22222222222222,16.11111111111111,14.0,5.0,2.4444444444444446,0.0,0.0,2.6666666666666665
 Rosh,Jain ,9.0,42.111111111111114,24.444444444444443,16.77777777777778,9.777777777777779,1.8888888888888888,0.0,0.0,6.222222222222222
 Mamatov,Melis ,9.0,39.333333333333336,19.88888888888889,15.666666666666666,5.888888888888889,3.0,0.0,0.0,6.0
 Dimitrov,R ,9.0,45.666666666666664,24.666666666666668,17.88888888888889,10.777777777777779,3.7777777777777777,0.0,0.0,7.0
 Liyanage,Ranindu  Dilshan ,9.0,40.55555555555556,19.77777777777778,17.444444444444443,7.777777777777778,2.5555555555555554,0.0,0.0,4.0
 Nikolov,Mo ,9.0,23.555555555555557,9.11111111111111,9.222222222222221,3.0,1.7777777777777777,0.0,0.0,1.5555555555555556
 Vivaan,Vishal  Shah ,9.0,34.333333333333336,19.0,13.0,6.333333333333333,2.4444444444444446,0.0,0.0,4.333333333333333
 Ajay,Santhosh  Parvathareddy ,9.0,32.111111111111114,14.666666666666666,13.777777777777779,9.555555555555555,1.3333333333333333,0.0,0.0,4.0
 Gasparyan,Erik  R. ,9.0,43.77777777777778,22.11111111111111,17.77777777777778,12.11111111111111,3.111111111111111,0.0,0.0,5.333333333333333
 Kovchan,A ,9.0,17.555555555555557,7.555555555555555,7.222222222222222,2.3333333333333335,1.1111111111111112,0.0,0.0,1.6666666666666667
 Averin,Nikolay ,9.0,59.0,36.333333333333336,21.666666666666668,12.666666666666666,2.3333333333333335,0.0,0.0,9.555555555555555
 Aczel,G ,9.0,39.44444444444444,18.444444444444443,14.666666666666666,7.888888888888889,3.111111111111111,0.0,0.0,4.111111111111111
 Karacsonyi,Gellert ,9.0,52.111111111111114,30.88888888888889,21.11111111111111,16.11111111111111,2.6666666666666665,0.0,0.0,9.666666666666666
 Kotronias,V ,9.0,51.55555555555556,32.333333333333336,21.333333333333332,9.88888888888889,2.888888888888889,0.0,0.0,10.777777777777779
 Lavrencic,Matic ,9.0,57.333333333333336,29.77777777777778,21.77777777777778,13.444444444444445,4.444444444444445,0.0,0.0,7.555555555555555
