surname,name, #  Games , Avg.  Game  Length  (Moves) , Avg.  Moves  in  King's  Direction , Avg.  Moves  around  King  (<=3  squares  away) , Avg.  Piece  moves  past  half , Avg.  Pawn  moves  past  half , #  Pieces  by  EOG , #  Pawns  by  EOG , King  Moves 
 Ilkhomi,Jaloliddin ,9.0,47.55555555555556,27.444444444444443,17.88888888888889,12.11111111111111,3.111111111111111,0.0,0.0,7.555555555555555
 Sargsyan,Anna  M. ,9.0,44.333333333333336,20.88888888888889,18.666666666666668,13.444444444444445,2.0,0.0,0.0,5.0
 Mohamed,Anees  M ,9.0,45.333333333333336,23.88888888888889,17.77777777777778,8.555555555555555,2.6666666666666665,0.0,0.0,5.777777777777778
 Horvath,Ad1 ,9.0,42.111111111111114,21.666666666666668,17.77777777777778,7.666666666666667,2.888888888888889,0.0,0.0,5.0
 Krishnan,Ritvik ,9.0,51.666666666666664,29.88888888888889,21.333333333333332,7.0,2.888888888888889,0.0,0.0,7.666666666666667
 Berczes,D ,9.0,25.88888888888889,12.0,10.222222222222221,4.555555555555555,1.6666666666666667,0.0,0.0,1.7777777777777777
 Krallis,Christos ,9.0,35.666666666666664,18.333333333333332,14.666666666666666,7.666666666666667,2.5555555555555554,0.0,0.0,2.5555555555555554
 Pap,M ,9.0,42.0,26.22222222222222,17.11111111111111,7.333333333333333,2.7777777777777777,0.0,0.0,6.666666666666667
 Kraus,To ,9.0,29.22222222222222,14.666666666666666,12.555555555555555,6.0,1.4444444444444444,0.0,0.0,4.111111111111111
 Palczert,Matyas ,9.0,48.77777777777778,24.444444444444443,21.444444444444443,13.333333333333334,2.4444444444444446,0.0,0.0,7.222222222222222
 Gaal,Zsoka ,9.0,46.111111111111114,23.666666666666668,15.777777777777779,12.555555555555555,2.7777777777777777,0.0,0.0,7.0
 Apoorv,Kamble ,9.0,40.111111111111114,20.22222222222222,17.555555555555557,11.777777777777779,2.0,0.0,0.0,5.555555555555555
 Milosevic,Milos ,9.0,39.77777777777778,19.444444444444443,15.11111111111111,7.777777777777778,3.111111111111111,0.0,0.0,4.111111111111111
 Pham,Tran  Gia  Phuc ,9.0,40.44444444444444,20.666666666666668,16.77777777777778,10.11111111111111,3.7777777777777777,0.0,0.0,6.0
 Senthil,Maran  K ,9.0,32.22222222222222,15.777777777777779,12.0,6.666666666666667,1.5555555555555556,0.0,0.0,4.0
 Badacsonyi,Frankie ,9.0,36.22222222222222,17.88888888888889,14.777777777777779,5.777777777777778,2.4444444444444446,0.0,0.0,3.0
 Singh,Siddharth ,9.0,47.0,25.555555555555557,18.444444444444443,9.555555555555555,3.2222222222222223,0.0,0.0,7.222222222222222
 Juhasz,Agoston ,9.0,48.55555555555556,26.555555555555557,18.11111111111111,12.11111111111111,4.0,0.0,0.0,7.888888888888889
 Siddharth,Jagadeesh ,9.0,49.0,29.22222222222222,18.555555555555557,9.444444444444445,4.111111111111111,0.0,0.0,6.888888888888889
 Harsh,Suresh ,15.0,38.06666666666667,18.4,15.0,8.066666666666666,1.5333333333333334,0.0,0.0,4.333333333333333
 Galyas,M ,9.0,32.77777777777778,16.0,13.555555555555555,6.777777777777778,1.5555555555555556,0.0,0.0,3.3333333333333335
 Poetsch,H ,9.0,42.111111111111114,21.555555555555557,17.11111111111111,13.88888888888889,2.888888888888889,0.0,0.0,5.333333333333333
 Itgelt,Khuyagtsogt ,9.0,52.0,28.0,20.444444444444443,16.555555555555557,2.5555555555555554,0.0,0.0,9.555555555555555
 Csiki,Endre ,9.0,36.111111111111114,18.77777777777778,15.11111111111111,5.888888888888889,1.8888888888888888,0.0,0.0,4.111111111111111
 Bai,Adelard ,9.0,35.44444444444444,17.88888888888889,14.666666666666666,5.333333333333333,3.0,0.0,0.0,3.2222222222222223
 Mrozowski,Nikodem ,9.0,59.77777777777778,28.11111111111111,23.0,16.11111111111111,3.4444444444444446,0.0,0.0,8.555555555555555
 Wen,Gehua ,9.0,50.77777777777778,24.88888888888889,18.444444444444443,9.777777777777779,5.111111111111111,0.0,0.0,5.666666666666667
 Jake,Shanty ,9.0,58.0,34.333333333333336,23.0,16.77777777777778,4.0,0.0,0.0,11.11111111111111
 Gunawardhana,Devindya  Oshini ,9.0,50.77777777777778,29.444444444444443,21.22222222222222,11.666666666666666,3.3333333333333335,0.0,0.0,6.0
 Ayaan,Garg ,9.0,46.888888888888886,24.88888888888889,18.333333333333332,9.88888888888889,4.0,0.0,0.0,7.555555555555555
 Daaevik,Wadhawan ,9.0,35.22222222222222,17.666666666666668,15.444444444444445,7.333333333333333,2.2222222222222223,0.0,0.0,3.111111111111111
 Sahithi,Varshini  M ,9.0,47.44444444444444,23.22222222222222,18.77777777777778,11.777777777777779,4.222222222222222,0.0,0.0,6.444444444444445
 Coles,Ruben ,9.0,43.888888888888886,22.88888888888889,18.333333333333332,8.555555555555555,3.888888888888889,0.0,0.0,5.666666666666667
 Szeberenyi,A ,8.0,53.875,33.25,23.125,13.125,3.375,0.0,0.0,9.0
 Vuelban,V ,8.0,52.75,31.625000000000004,22.125,9.375,3.25,0.0,0.0,8.875
 Varga,Cs2 ,8.0,44.875,23.125,17.125,13.125,2.625,0.0,0.0,7.0
 Hacker,Jonas ,9.0,44.22222222222222,22.11111111111111,17.666666666666668,6.777777777777778,3.3333333333333335,0.0,0.0,5.444444444444445
 Esshan,Wadhawan ,9.0,38.888888888888886,18.88888888888889,16.22222222222222,8.222222222222221,2.6666666666666665,0.0,0.0,3.4444444444444446
 Sanjay,Narayanan  P  S ,9.0,40.666666666666664,21.22222222222222,17.0,9.555555555555555,2.5555555555555554,0.0,0.0,5.555555555555555
 Pandey,Srishti ,9.0,51.77777777777778,29.77777777777778,18.0,9.444444444444445,4.222222222222222,0.0,0.0,10.11111111111111
 Jakab,At ,8.0,30.25,13.75,13.75,6.125,1.5,0.0,0.0,1.625
 Fule,Simon ,9.0,42.0,20.22222222222222,17.0,11.555555555555555,2.3333333333333335,0.0,0.0,4.222222222222222
 Shahil,Dey ,9.0,46.888888888888886,24.22222222222222,18.0,9.88888888888889,3.111111111111111,0.0,0.0,5.444444444444445
 Alonso  Gimenez,Mauro ,9.0,49.111111111111114,22.666666666666668,20.0,14.666666666666666,4.444444444444445,0.0,0.0,4.888888888888889
 Coles,Robin ,9.0,40.333333333333336,20.333333333333332,15.222222222222221,6.888888888888889,3.5555555555555554,0.0,0.0,6.0
 Lim,Samson  Chiu  Chin  III ,5.0,39.2,19.4,15.2,10.6,1.6,0.0,0.0,5.6
 Nolte,R ,5.0,41.6,21.4,18.8,9.6,2.6,0.0,0.0,5.0
 Cantela,Oscar  Joseph ,4.0,41.5,28.25,15.75,5.75,2.5,0.0,0.0,9.0
 Bacojo,Mark  Jay ,5.0,37.8,21.6,14.6,6.4,2.4,0.0,0.0,5.0
 Narzabal,Joemel ,4.0,39.75,24.0,13.5,12.5,4.75,0.0,0.0,4.5
 Concio,Michael  Jr. ,5.0,51.2,28.0,17.8,8.8,2.4,0.0,0.0,6.8
 Medina,V ,4.0,34.25,19.75,14.5,3.0,1.0,0.0,0.0,4.0
 Arca,Christian  Gian  Karlo ,5.0,35.4,15.2,13.2,5.4,4.2,0.0,0.0,2.4
 Nadera,B ,5.0,47.2,24.4,18.2,7.4,3.2,0.0,0.0,5.6
 Carredo,Mar  Aviel ,5.0,47.2,26.8,19.2,6.8,2.4,0.0,0.0,6.8
 De  Guzman,R ,5.0,52.0,27.6,20.4,9.4,4.0,0.0,0.0,7.0
 Faeldonia,Jasper ,5.0,49.2,22.8,17.0,10.0,5.2,0.0,0.0,4.8
 Nouri,Alekhine ,4.0,26.75,13.75,11.5,3.0,1.75,0.0,0.0,2.0
 Garma,C ,1.0,69.0,39.0,21.0,19.0,6.0,0.0,0.0,12.0
 Cherry,A ,4.0,52.25,28.25,21.0,15.0,3.0,0.0,0.0,5.0
 Umayan,Samantha  Babol ,4.0,38.5,20.75,16.75,6.25,2.75,0.0,0.0,5.25
 Magpily,Franiel  Angela ,4.0,47.0,26.25,20.75,7.25,3.5,0.0,0.0,6.0
 Ordizo,Ericka ,4.0,51.5,27.0,22.75,9.25,2.0,0.0,0.0,6.5
 Sebastian,Mhage  Gerriahlou ,4.0,50.0,24.75,18.5,10.75,3.75,0.0,0.0,5.25
 Rueda,Joyce  Rianna ,4.0,45.0,25.5,18.5,9.25,3.25,0.0,0.0,5.5
 Magpily,Francois  Marie ,4.0,45.25,22.5,16.0,9.5,2.0,0.0,0.0,6.75
 Getubig,Lyn ,4.0,45.25,24.0,16.75,5.75,2.75,0.0,0.0,5.5
 Largo,Franchesca ,4.0,50.5,25.5,19.5,15.5,3.75,0.0,0.0,8.0
 Getubig,LJ ,4.0,45.75,24.5,19.75,8.0,2.5,0.0,0.0,3.5
 Ordizo,Kate  Nicole ,4.0,32.5,12.75,12.0,4.25,2.25,0.0,0.0,1.75
 Borce,Cyreine  Jean ,4.0,44.0,23.75,17.75,6.5,1.5,0.0,0.0,4.0
 Mazetto,S ,1.0,47.0,23.0,15.0,3.0,6.0,0.0,0.0,3.0
 Seara,Sophia  Parisotto ,3.0,37.333333333333336,14.333333333333334,15.0,10.333333333333334,3.3333333333333335,0.0,0.0,1.0
 Borgonovo,Fabiano ,2.0,32.0,12.5,11.5,4.5,3.5,0.0,0.0,2.5
 Gomes,Miguel  Abner  Neves ,1.0,50.0,23.0,17.0,5.0,5.0,0.0,0.0,8.0
 Silva,Guilherme  Henrique  De  Mora ,1.0,27.0,9.0,14.0,10.0,1.0,0.0,0.0,1.0
 Rigo,Joanir  Fernando ,2.0,33.5,20.5,14.5,4.5,2.5,0.0,0.0,6.0
 Borges,Lorenzo  Kurrle ,3.0,28.0,15.0,11.333333333333334,4.0,1.6666666666666667,0.0,0.0,3.6666666666666665
 Dauer,Andre  Leonardo ,1.0,18.0,7.0,6.0,3.0,4.0,0.0,0.0,0.0
 Souza,Iago  Henrique  da  Silva ,2.0,41.0,20.0,16.0,9.5,4.0,0.0,0.0,4.0
 Coutinho,Lucas  Buss  Soares ,1.0,59.0,36.0,16.0,11.0,1.0,0.0,0.0,16.0
 Da  Fonseca,Henrique  Gomez ,1.0,31.0,4.0,20.0,20.0,1.0,0.0,0.0,1.0
 Rodrigues  Mota,Sophia  Lorena ,4.0,41.0,20.25,14.5,5.75,2.75,0.0,0.0,7.25
 Hirano,Enzo  Erich  Kreutz ,2.0,32.5,14.5,14.5,6.0,3.5,0.0,0.0,3.0
 Fachinello,Murilo  Almeida ,2.0,38.0,16.5,16.5,5.5,3.5,0.0,0.0,2.5
 Takahara,Fabio ,1.0,33.0,22.0,12.0,1.0,1.0,0.0,0.0,2.0
 Vinales  Gonzalez,Enzo  Mathias ,1.0,33.0,6.0,8.0,12.0,6.0,0.0,0.0,1.0
 Ferreira,Angelo  Augusto  Pacheco ,3.0,25.666666666666668,13.0,14.666666666666666,4.333333333333333,2.0,0.0,0.0,3.3333333333333335
 Borthiry,Pablo ,3.0,23.0,8.0,10.666666666666666,6.0,1.3333333333333333,0.0,0.0,0.6666666666666666
 Fraga,Sofia  Carneiro ,2.0,28.0,14.0,9.0,3.0,2.0,0.0,0.0,2.0
 Viana,Daniel  Fernandes ,2.0,25.5,9.0,10.5,6.0,2.0,0.0,0.0,1.0
 De  Oliveira,Jairo  Quintiliano ,2.0,43.5,18.5,19.5,9.5,6.5,0.0,0.0,3.0
 Do  Amaral  e  Silva,Larissa  Blue ,3.0,39.666666666666664,16.666666666666668,15.333333333333334,11.333333333333334,2.0,0.0,0.0,4.666666666666667
 Serapiao,Gabriel  Oening ,1.0,64.0,40.0,29.0,19.0,8.0,0.0,0.0,8.0
 Naspleda,F ,2.0,47.0,27.0,18.0,7.5,3.5,0.0,0.0,6.5
 Lima,Vinicius  Taishun ,1.0,28.0,7.0,15.0,11.0,2.0,0.0,0.0,1.0
 Abregu,Sofia  Balbino  de  Barros ,2.0,41.5,30.0,19.0,9.5,1.5,0.0,0.0,6.5
 Abdalla,Umar  Mohammad ,2.0,29.0,10.0,14.5,7.5,2.5,0.0,0.0,1.0
 Parrilla,Juan  Jose ,1.0,32.0,21.0,18.0,3.0,1.0,0.0,0.0,1.0
 Soupinski,Isabel  Cristina ,3.0,31.333333333333332,13.666666666666666,13.666666666666666,5.0,3.0,0.0,0.0,2.0
 Bueno,Marcos  Da  Silva  Inacio ,1.0,23.0,10.0,12.0,4.0,2.0,0.0,0.0,1.0
 Centenaro,Josue  Faustini ,2.0,34.0,20.0,13.5,7.5,2.0,0.0,0.0,4.0
 Alboredo,Julia ,2.0,43.5,21.0,17.0,10.5,4.0,0.0,0.0,3.0
 Viana,Matheus  Pimentel  Dom  Bosco ,1.0,39.0,15.0,14.0,2.0,2.0,0.0,0.0,7.0
 Barrios  Pinanez,Carlos  Emmanuel ,1.0,25.0,18.0,13.0,2.0,1.0,0.0,0.0,2.0
 Garcia,Go ,2.0,36.0,20.5,13.5,3.5,5.0,0.0,0.0,1.5
 Rodrigues,Ti ,2.0,50.0,27.5,17.5,10.0,4.5,0.0,0.0,8.0
 Breitembach,Joao  Gabriel ,1.0,73.0,43.0,31.0,16.0,13.0,0.0,0.0,8.0
 Giampa,A ,1.0,33.0,14.0,14.0,10.0,2.0,0.0,0.0,2.0
 Ortiz  Bareiro,Josias  Ezequiel ,1.0,33.0,19.0,13.0,0.0,2.0,0.0,0.0,3.0
 Dos  Santos,Leonardo  Lopes ,1.0,39.0,16.0,16.0,11.0,4.0,0.0,0.0,3.0
 Bergamo,Victor  Hugo  Moura ,1.0,39.0,30.0,18.0,7.0,3.0,0.0,0.0,8.0
 Martins,Anderson  Donay ,1.0,49.0,22.0,18.0,16.0,8.0,0.0,0.0,5.0
 Caribe  Santos,Luiz  Carlos ,1.0,49.0,34.0,17.0,9.0,4.0,0.0,0.0,11.0
 Goncalves,Eduardo  Moutinho ,1.0,38.0,13.0,15.0,6.0,5.0,0.0,0.0,2.0
 Takehara,Alan  Keissuke ,1.0,38.0,14.0,15.0,11.0,4.0,0.0,0.0,2.0
 Mayeregger  Gonzalez,Fiorella  Allegra ,1.0,46.0,24.0,16.0,8.0,5.0,0.0,0.0,8.0
 Vaz,Vania  Dora  Madona ,2.0,44.5,27.5,16.0,5.0,4.0,0.0,0.0,7.0
 Da  Costa,Mariana  Nara  Santana ,1.0,25.0,10.0,14.0,7.0,2.0,0.0,0.0,1.0
 Cubas,Jose  Fernando  Pedroso ,2.0,28.0,14.0,12.0,4.5,0.5,0.0,0.0,2.0
 Santos,Davi  Alves  Gabriel  Aquino ,2.0,48.0,29.0,20.5,12.0,3.0,0.0,0.0,6.0
 Duailibe,R ,1.0,36.0,14.0,17.0,12.0,3.0,0.0,0.0,2.0
 Avila,Cesar  Jeronimo  Porto  De ,1.0,42.0,27.0,19.0,4.0,7.0,0.0,0.0,4.0
 Azevedo,Edm ,1.0,42.0,22.0,18.0,6.0,0.0,0.0,0.0,5.0
 Reis,Virginia  Lagrange  M. ,1.0,32.0,15.0,14.0,5.0,2.0,0.0,0.0,1.0
 Horota,Edson  Kazumi  De  Oliveira ,2.0,37.5,16.5,18.0,6.0,2.5,0.0,0.0,3.0
 Bruske,Vinicius  Eduardo ,2.0,46.0,27.0,18.0,15.0,4.5,0.0,0.0,10.0
 Oliveira  Filho,Franklin  Verissim ,1.0,28.0,18.0,12.0,4.0,1.0,0.0,0.0,4.0
 Martinez  Campos,Rita  Hayelen ,2.0,29.0,9.0,13.5,9.0,4.0,0.0,0.0,1.0
 Pavao,Alice  Lara  Biasi ,2.0,45.5,23.5,18.0,12.5,6.5,0.0,0.0,1.0
 Ramazzotte,Alexandre  Franco ,2.0,34.5,19.5,11.5,6.0,3.5,0.0,0.0,4.0
 De  Oliveira,Ricardo  W  Lima ,1.0,37.0,24.0,17.0,7.0,1.0,0.0,0.0,7.0
 Zottis,Ernani ,2.0,32.5,18.5,12.0,4.0,2.0,0.0,0.0,3.0
 Macedo,Felipe  Cruz ,2.0,27.5,11.5,11.5,6.5,3.5,0.0,0.0,2.5
 Mesquita,Arnaldo  Leite ,1.0,28.0,12.0,11.0,4.0,4.0,0.0,0.0,2.0
 Cunha,Paola  De  Oliveira ,2.0,31.5,14.5,13.5,6.0,0.0,0.0,0.0,3.0
 Baratieri,Maria  Vitoria ,1.0,73.0,45.0,25.0,21.0,11.0,0.0,0.0,13.0
 Gomes,Marc ,1.0,73.0,57.0,26.0,5.0,1.0,0.0,0.0,19.0
 De  Resende,Sidnei ,2.0,65.0,36.5,23.5,18.5,7.5,0.0,0.0,11.5
 Da  Fonseca,Arthur  Gomez ,1.0,52.0,31.0,23.0,9.0,1.0,0.0,0.0,9.0
 Campagnolo,Fabiola ,1.0,23.0,8.0,12.0,4.0,2.0,0.0,0.0,1.0
 De  Araujo,Julia  Neves ,2.0,46.5,22.0,18.0,11.0,3.0,0.0,0.0,7.5
 Dos  Santos,Gabriel  Conte ,2.0,34.0,18.0,15.5,7.5,1.5,0.0,0.0,3.0
 Lelinski,Arthur ,2.0,27.0,13.5,12.0,5.0,2.5,0.0,0.0,1.0
 Kruk,Nicolas  Tonial ,2.0,37.0,21.0,15.5,7.5,3.0,0.0,0.0,6.5
 Almeida,Paulo  Sergio  Rezende  De ,1.0,47.0,21.0,15.0,9.0,8.0,0.0,0.0,5.0
 Espindola,Carlos  Marcelo ,1.0,30.0,22.0,10.0,2.0,0.0,0.0,0.0,3.0
 Lelis,Lucas  Porto ,2.0,39.0,23.0,19.5,9.0,2.0,0.0,0.0,5.5
 Dos  Santos,Douglas  Asterio ,1.0,22.0,9.0,10.0,1.0,1.0,0.0,0.0,1.0
 Figueiredo,Oneide  de  Souza ,1.0,66.0,47.0,27.0,12.0,6.0,0.0,0.0,18.0
 Miranda  Gatica,Claudio  Adolfo ,2.0,52.0,36.0,24.0,3.5,5.0,0.0,0.0,10.5
 Ramazzotte,Maicon  Zilli ,2.0,46.0,17.0,16.0,19.0,3.0,0.0,0.0,6.5
 Franca,Adilson  Mendes ,1.0,27.0,17.0,11.0,2.0,1.0,0.0,0.0,4.0
 Lopes,Marcia  Maria  Dias ,1.0,34.0,19.0,17.0,5.0,1.0,0.0,0.0,2.0
 Ramazzotte,Esther  Zilli ,1.0,34.0,19.0,15.0,5.0,3.0,0.0,0.0,1.0
 Orlandi  Neto,Aristides ,2.0,35.0,20.5,16.0,6.5,1.0,0.0,0.0,3.0
 Da  Silva,Jussara  Maria ,1.0,44.0,22.0,17.0,8.0,3.0,0.0,0.0,4.0
 Cardozo,Camila ,1.0,29.0,6.0,15.0,11.0,3.0,0.0,0.0,1.0
 De  Lima,Barbara  Kelly  Prussak  De ,1.0,29.0,18.0,12.0,1.0,0.0,0.0,0.0,1.0
 Miglioranza,Zita  Catarina ,1.0,30.0,19.0,13.0,5.0,1.0,0.0,0.0,2.0
 Yokomizo,Wilton ,1.0,30.0,10.0,12.0,11.0,2.0,0.0,0.0,1.0
 Rocha,Sirlene  Poikerski ,1.0,23.0,7.0,10.0,6.0,1.0,0.0,0.0,1.0
 Tischler  Lema  Garcia,Maria  Eduarda ,1.0,23.0,6.0,7.0,4.0,1.0,0.0,0.0,2.0
 Vieira,Luiza  Lessing ,1.0,38.0,23.0,15.0,10.0,8.0,0.0,0.0,7.0
 Vaz,Gilberto  Gilmar ,1.0,38.0,19.0,17.0,5.0,1.0,0.0,0.0,8.0
 Santos,Caua  Lopes ,2.0,21.5,12.0,10.5,0.5,2.5,0.0,0.0,1.0
 Brasil,Leticia  Garcez  Taveira ,2.0,25.0,10.5,9.0,3.5,2.5,0.0,0.0,2.0
 Rahn,Marlon  Cristiano ,2.0,37.5,21.0,20.5,9.5,3.5,0.0,0.0,1.5
 Mariani,Kim  Paul ,1.0,31.0,11.0,16.0,6.0,2.0,0.0,0.0,4.0
 Orsini,Cesar  Oliveira ,1.0,16.0,9.0,11.0,8.0,1.0,0.0,0.0,0.0
 Teixeira,Luiz  Fernando  Salles ,2.0,32.0,16.0,14.0,8.5,0.5,0.0,0.0,2.5
 Koinski,Carlos  Cesar ,2.0,40.0,16.0,18.5,10.5,1.5,0.0,0.0,3.0
 Lugo  Martinez,Jimena  Sofia ,1.0,49.0,31.0,20.0,4.0,10.0,0.0,0.0,4.0
 Kemper,Bernardo  Moreira ,1.0,43.0,13.0,19.0,19.0,4.0,0.0,0.0,3.0
 del  Puerto  Moreno,Juan  Jose ,2.0,48.5,30.0,20.5,9.5,3.0,0.0,0.0,12.5
 Abilhoa,Felipe  Auer ,2.0,38.5,12.0,16.0,12.5,4.0,0.0,0.0,1.5
 Usui,Gabriella  Yumi ,1.0,41.0,27.0,18.0,5.0,2.0,0.0,0.0,7.0
 Bucci,A ,2.0,38.5,17.0,16.0,6.0,2.5,0.0,0.0,5.5
 Ferreira  De  Souza,Ricardo ,3.0,41.0,19.0,17.0,8.666666666666666,4.0,0.0,0.0,6.0
 Baldez,David  Lourenco ,2.0,50.0,28.5,19.0,11.0,1.5,0.0,0.0,6.0
 Da  Silva,Camila  Evaristo ,1.0,68.0,38.0,17.0,19.0,5.0,0.0,0.0,14.0
 Sulz,Isaque  Sathler ,1.0,44.0,26.0,21.0,14.0,6.0,0.0,0.0,7.0
 Born,Ary ,3.0,42.0,22.333333333333332,16.0,4.333333333333333,3.0,0.0,0.0,12.666666666666666
 Nicolodi,Yasmin  Bondan ,2.0,37.5,15.0,16.5,12.0,2.5,0.0,0.0,1.5
 Waterkemper,Lucas  Bauler ,2.0,45.0,20.5,17.0,9.5,5.0,0.0,0.0,2.5
 Trindade,Brian ,3.0,40.0,20.333333333333332,11.333333333333334,7.0,4.0,0.0,0.0,4.666666666666667
 Santos,Giulia  Emanuelly  Teixeira ,1.0,35.0,13.0,16.0,9.0,6.0,0.0,0.0,2.0
 Neves,Camile  Silva ,2.0,26.5,13.0,12.5,2.0,2.0,0.0,0.0,5.0
 Vieira,Luana  Saddi ,1.0,24.0,9.0,14.0,8.0,1.0,0.0,0.0,1.0
 Lahoz,Cassiano ,1.0,32.0,20.0,12.0,6.0,2.0,0.0,0.0,4.0
 Zanghelini,Bernardo ,2.0,32.0,18.0,12.5,2.5,2.0,0.0,0.0,4.0
 Lisboa,Davi  Xavier ,3.0,27.0,13.0,11.0,2.6666666666666665,2.0,0.0,0.0,4.0
 Frassetto,Eduarda ,1.0,48.0,28.0,18.0,15.0,6.0,0.0,0.0,8.0
 De  Oliveira  Evangelista,Ewerlyn  Amelio ,3.0,21.666666666666668,12.333333333333334,10.333333333333334,3.0,0.6666666666666666,0.0,0.0,3.3333333333333335
 Zottis,Pietro ,1.0,19.0,7.0,12.0,5.0,1.0,0.0,0.0,1.0
 Gorgen,Antonio  Rebello  Horta ,1.0,42.0,24.0,19.0,8.0,2.0,0.0,0.0,2.0
 De  Oliveira,Bruno  Miguel  Barth ,2.0,39.0,18.0,16.0,7.0,4.5,0.0,0.0,2.5
 Abreu,Gabriel  Vasconcellos ,3.0,38.666666666666664,18.0,15.333333333333334,9.333333333333334,3.3333333333333335,0.0,0.0,4.666666666666667
 Lezonier,Arthur  Groth ,1.0,29.0,16.0,11.0,6.0,0.0,0.0,0.0,5.0
 Yassuda,Mariana  Mayum  Shiguematsu ,1.0,43.0,15.0,13.0,12.0,6.0,0.0,0.0,7.0
 Centurion  Carbonera,Cecilia  Catherine ,3.0,44.0,35.0,15.0,7.333333333333333,2.3333333333333335,0.0,0.0,13.0
 De  Almeida,Gustavo  Neves ,3.0,18.666666666666668,7.0,7.333333333333333,3.0,1.6666666666666667,0.0,0.0,2.6666666666666665
 Da  Silva,Lemuel  Freires ,1.0,23.0,10.0,12.0,7.0,0.0,0.0,0.0,1.0
 Arnosti,Marcelo  Gusmao ,2.0,28.0,11.5,10.5,2.5,2.0,0.0,0.0,2.0
 Bufano,Davi ,1.0,40.0,16.0,15.0,9.0,4.0,0.0,0.0,3.0
 Dos  Santos,Joao  Gabriel  Da  Silva ,3.0,30.0,18.0,15.0,5.0,1.3333333333333333,0.0,0.0,1.3333333333333333
 Telles,Arnoldo  Beber ,2.0,41.0,18.0,16.5,9.0,1.5,0.0,0.0,2.0
 Arosteguy,Vitor  Augusto  Colaco ,2.0,48.0,22.0,18.0,16.0,5.0,0.0,0.0,7.0
 Constantino,Felipe  Liguori ,3.0,46.666666666666664,25.666666666666668,19.333333333333332,6.0,1.6666666666666667,0.0,0.0,8.0
 Bezerra  Neto,Jose ,3.0,30.0,12.666666666666666,12.0,2.6666666666666665,1.3333333333333333,0.0,0.0,4.333333333333333
 Oliveira,Lucas  Cazarim  De ,1.0,32.0,5.0,13.0,15.0,1.0,0.0,0.0,1.0
 De  Almeida,Liz  Neves ,3.0,22.0,14.333333333333334,10.0,1.3333333333333333,0.3333333333333333,0.0,0.0,2.3333333333333335
 Campagnolo,Bruna ,1.0,29.0,12.0,15.0,10.0,1.0,0.0,0.0,1.0
 Amorim  Filho,Robson  Bezerra ,2.0,32.5,17.5,14.0,11.0,3.0,0.0,0.0,3.5
 Da  Fonseca,Isabel  Gomez  De  Souza ,3.0,29.666666666666668,15.333333333333334,14.0,5.0,1.3333333333333333,0.0,0.0,1.3333333333333333
 Muniz,Lucas  Bandeira ,2.0,26.0,11.5,9.5,5.5,3.5,0.0,0.0,1.0
 Vicencio,Maria  Luz  Goncalves ,3.0,30.333333333333332,14.333333333333334,12.333333333333334,6.0,2.0,0.0,0.0,3.3333333333333335
 Penna,Flavio  R  Crautchychyn ,1.0,31.0,6.0,13.0,16.0,3.0,0.0,0.0,3.0
 Afonso,Jose  da  Silva ,3.0,41.0,20.333333333333332,14.333333333333334,7.333333333333333,2.6666666666666665,0.0,0.0,6.333333333333333
 Rosa,Matheus  Henrique  Stopa ,3.0,41.666666666666664,20.0,15.333333333333334,10.333333333333334,4.333333333333333,0.0,0.0,5.666666666666667
 De  Souza,Felipe  De  Deus ,2.0,39.5,19.5,14.5,7.5,6.5,0.0,0.0,2.0
 Foscarini,Miguel  Otavio  Santos ,3.0,46.0,28.333333333333332,19.0,11.0,2.3333333333333335,0.0,0.0,4.0
 Galarce  Sanchez,Cristian ,2.0,44.0,20.5,18.5,10.5,3.0,0.0,0.0,3.0
 De  Almeida,Olivan  Duarte ,1.0,16.0,6.0,7.0,5.0,1.0,0.0,0.0,0.0
 Foscarini,Lorenzo  H  Santos ,3.0,30.333333333333332,13.333333333333334,14.0,8.0,0.6666666666666666,0.0,0.0,2.6666666666666665
 Carmo,Jose  Arlindo ,3.0,37.666666666666664,22.333333333333332,15.333333333333334,6.333333333333333,3.0,0.0,0.0,4.333333333333333
 Batista  Neto,Mario  Alaercio ,2.0,46.5,25.0,20.0,10.0,5.0,0.0,0.0,6.5
 Souza,Pedro  Barros ,3.0,54.333333333333336,32.333333333333336,18.333333333333332,8.333333333333334,4.666666666666667,0.0,0.0,13.0
 Ribeiro,Erica  De  Jesus ,2.0,46.5,25.0,23.0,13.0,5.0,0.0,0.0,6.0
 Spinola,Guilherme  Grava ,1.0,70.0,52.0,28.0,25.0,6.0,0.0,0.0,14.0
 Linder,Matheus  Pauli ,3.0,47.333333333333336,23.666666666666668,19.666666666666668,11.666666666666666,1.0,0.0,0.0,11.0
 Nunes,Lilia ,2.0,33.0,15.5,12.0,5.0,4.5,0.0,0.0,3.0
 Abeledo,Miguel  Xavier ,3.0,29.333333333333332,15.333333333333334,13.0,4.333333333333333,0.6666666666666666,0.0,0.0,2.6666666666666665
 Enrico,Pereira  Ticianelli ,3.0,40.333333333333336,22.333333333333332,19.0,7.333333333333333,2.3333333333333335,0.0,0.0,3.0
 De  Souza,Samuel  De  Deus ,2.0,43.0,27.0,13.0,6.0,2.5,0.0,0.0,1.5
 Maldonado  Moreno,Santiago ,2.0,47.5,15.5,16.5,13.5,6.0,0.0,0.0,5.0
